class_id,class_name,current_package,is_misplaced,confidence,reasoning,suggested_package,evidence,method_used,analysis_time,analysis_timestamp
SpecialValueSomeValueException,SpecialValueSomeValueException,org.openrefine.wikibase.schema.exceptions,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.exceptions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
LaxValueMatcher,LaxValueMatcher,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
PropertyOnlyStatementMerger,PropertyOnlyStatementMerger,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QualifiersStatementMerger,QualifiersStatementMerger,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SnakOnlyStatementMerger,SnakOnlyStatementMerger,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
StatementEditingMode,StatementEditingMode,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
StatementMerger,StatementMerger,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
StrictValueMatcher,StrictValueMatcher,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ValueMatcher,ValueMatcher,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
PathElement,PathElement,org.openrefine.wikibase.schema.validation,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.validation,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
Type,Type,org.openrefine.wikibase.schema.validation,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.validation,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ValidationError,ValidationError,org.openrefine.wikibase.schema.validation,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.validation,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ValidationState,ValidationState,org.openrefine.wikibase.schema.validation,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.validation,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
to,to,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
EntityEdit,EntityEdit,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
FullMediaInfoUpdate,FullMediaInfoUpdate,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ItemEdit,ItemEdit,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ItemEditBuilder,ItemEditBuilder,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
LabeledStatementEntityEdit,LabeledStatementEntityEdit,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
MediaInfoEdit,MediaInfoEdit,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
MediaInfoEditBuilder,MediaInfoEditBuilder,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
StatementEdit,StatementEdit,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
StatementEntityEdit,StatementEntityEdit,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
StatementGroupEdit,StatementGroupEdit,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
to,to,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
TermedStatementEntityEdit,TermedStatementEntityEdit,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ImpossibleSchedulingException,ImpossibleSchedulingException,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
that,that,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
PointerExtractor,PointerExtractor,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QuickStatementsUpdateScheduler,QuickStatementsUpdateScheduler,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
UpdateScheduler,UpdateScheduler,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
to,to,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
UpdateSequence,UpdateSequence,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WikibaseAPIUpdateScheduler,WikibaseAPIUpdateScheduler,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
EntityCache,EntityCache,org.openrefine.wikibase.utils,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.utils,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
LanguageCodeStore,LanguageCodeStore,org.openrefine.wikibase.utils,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.utils,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SnakUtils,SnakUtils,org.openrefine.wikibase.utils,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.utils,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
CommandTest,CommandTest,org.openrefine.wikibase.commands,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ConnectionManagerTests,ConnectionManagerTests,org.openrefine.wikibase.commands,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
LoginCommandTest,LoginCommandTest,org.openrefine.wikibase.commands,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ParseWikibaseSchemaCommandTest,ParseWikibaseSchemaCommandTest,org.openrefine.wikibase.commands,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
PreviewWikibaseSchemaCommandTest,PreviewWikibaseSchemaCommandTest,org.openrefine.wikibase.commands,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SaveWikibaseSchemaCommandTest,SaveWikibaseSchemaCommandTest,org.openrefine.wikibase.commands,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SchemaCommandTest,SchemaCommandTest,org.openrefine.wikibase.commands,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
EditBatchProcessorTest,EditBatchProcessorTest,org.openrefine.wikibase.editing,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.editing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
EditResultsFormatterTest,EditResultsFormatterTest,org.openrefine.wikibase.editing,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.editing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
MediaFileUtilsTest,MediaFileUtilsTest,org.openrefine.wikibase.editing,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.editing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
NewEntityLibraryTest,NewEntityLibraryTest,org.openrefine.wikibase.editing,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.editing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ReconEntityRewriterTest,ReconEntityRewriterTest,org.openrefine.wikibase.editing,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.editing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QSSnakPrinterTest,QSSnakPrinterTest,org.openrefine.wikibase.exporters,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QSValuePrinterTest,QSValuePrinterTest,org.openrefine.wikibase.exporters,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QuickStatementsExporterTest,QuickStatementsExporterTest,org.openrefine.wikibase.exporters,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SchemaExporterTest,SchemaExporterTest,org.openrefine.wikibase.exporters,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WikibaseIssuesFunctionTests,WikibaseIssuesFunctionTests,org.openrefine.wikibase.functions,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ManifestTest,ManifestTest,org.openrefine.wikibase.manifests,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.manifests,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
OperationTest,OperationTest,org.openrefine.wikibase.operations,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.operations,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
PerformWikibaseEditsOperationTest,PerformWikibaseEditsOperationTest,org.openrefine.wikibase.operations,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.operations,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SaveWikibaseSchemaOperationTest,SaveWikibaseSchemaOperationTest,org.openrefine.wikibase.operations,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.operations,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ConstraintTest,ConstraintTest,org.openrefine.wikibase.qa,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
EditInspectorTest,EditInspectorTest,org.openrefine.wikibase.qa,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QAWarningStoreTest,QAWarningStoreTest,org.openrefine.wikibase.qa,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QAWarningTest,QAWarningTest,org.openrefine.wikibase.qa,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SchemaPropertyExtractorTest,SchemaPropertyExtractorTest,org.openrefine.wikibase.qa,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
CalendarScrutinizerTest,CalendarScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
CommonDescriptionScrutinizerTest,CommonDescriptionScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ConflictsWithScrutinizerTest,ConflictsWithScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
DifferenceWithinScrutinizerTest,DifferenceWithinScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
DistinctValuesScrutinizerTest,DistinctValuesScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
EnglishDescriptionScrutinizerTest,EnglishDescriptionScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
EntityTypeScrutinizerTest,EntityTypeScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
FileNameScrutinizerTest,FileNameScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
FormatScrutinizerTest,FormatScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
InverseConstraintScrutinizerTest,InverseConstraintScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ItemRequiresScrutinizerTest,ItemRequiresScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
LabelScrutinizerTest,LabelScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
MultiValueScrutinizerTest,MultiValueScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
NewEntityScrutinizerTest,NewEntityScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
NoEditsMadeScrutinizerTest,NoEditsMadeScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QualifierCompatibilityScrutinizerTest,QualifierCompatibilityScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QuantityScrutinizerTest,QuantityScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
RestrictedPositionScrutinizerTest,RestrictedPositionScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
RestrictedValuesScrutinizerTest,RestrictedValuesScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ScrutinizerTest,ScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SelfReferentialScrutinizerTest,SelfReferentialScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SingleValueScrutinizerTest,SingleValueScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SnakScrutinizerTest,SnakScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
StatementScrutinizerTest,StatementScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
UnsourcedScrutinizerTest,UnsourcedScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
UseAsQualifierScrutinizerTest,UseAsQualifierScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ValueScrutinizerTest,ValueScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WhitespaceScrutinizerTest,WhitespaceScrutinizerTest,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ExpressionContextTest,ExpressionContextTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbDateConstantTest,WbDateConstantTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbDateVariableTest,WbDateVariableTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbEntityIdValueConstantTest,WbEntityIdValueConstantTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbEntityVariableTest,WbEntityVariableTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbExpressionTest,WbExpressionTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbItemConstantTest,WbItemConstantTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbItemEditExprTest,WbItemEditExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbItemVariableTest,WbItemVariableTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbLanguageConstantTest,WbLanguageConstantTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbLanguageVariableTest,WbLanguageVariableTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbLocationConstantTest,WbLocationConstantTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbLocationVariableTest,WbLocationVariableTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbMediaInfoEditExprTest,WbMediaInfoEditExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbMonolingualExprTest,WbMonolingualExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbNameDescExprTest,WbNameDescExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbPropConstantTest,WbPropConstantTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbQuantityExprTest,WbQuantityExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbReferenceExprTest,WbReferenceExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbSnakExprTest,WbSnakExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbStatementExprTest,WbStatementExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
Wrapper,Wrapper,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbStatementGroupExprTest,WbStatementGroupExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
Wrapper,Wrapper,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbStringConstantTest,WbStringConstantTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbStringVariableTest,WbStringVariableTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbVariableExprTest,WbVariableExprTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbVariableTest,WbVariableTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WikibaseSchemaTest,WikibaseSchemaTest,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ReconEntityIdValueTest,ReconEntityIdValueTest,org.openrefine.wikibase.schema.entityvalues,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.entityvalues,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SuggestedEntityIdValueTest,SuggestedEntityIdValueTest,org.openrefine.wikibase.schema.entityvalues,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.entityvalues,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
LaxValueMatcherTests,LaxValueMatcherTests,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
